year,month,dest,lat,lon,count
2019,11,KBOI,43.564400,-116.223000,1217
2020,5,KMIA,25.793200,-80.290604,1216
2020,9,KRDU,35.877602,-78.787498,1212
2019,7,KBOI,43.564400,-116.223000,1206
2020,6,KMCI,39.297600,-94.713898,1205
2020,8,KIAD,38.944500,-77.455803,1196
2019,10,KRNO,39.499100,-119.767998,1184
2019,9,KCLE,41.411701,-81.849800,1182
2020,12,KBOI,43.564400,-116.223000,1180
2020,4,KSMF,38.695400,-121.591003,1179
2021,2,KIAD,38.944500,-77.455803,1175
2019,9,KRNO,39.499100,-119.767998,1173
2019,3,KIND,39.717300,-86.294403,1169
2019,12,KMKE,42.947201,-87.896599,1169
2021,3,KRNO,39.499100,-119.767998,1163
2020,5,KFLL,26.072599,-80.152702,1159
2019,8,KBUF,42.940498,-78.732201,1158
2019,1,KSLC,40.785749,-111.979746,1150
2019,3,KPDX,45.588699,-122.598000,1144
2020,5,KMSP,44.882000,-93.221802,1139
2020,4,KMCI,39.297600,-94.713898,1133
2020,7,KONT,34.056000,-117.600998,1128
2019,1,KBNA,36.124500,-86.678200,1118
2020,10,KBOI,43.564400,-116.223000,1116
2020,7,KIND,39.717300,-86.294403,1112
2020,4,KHOU,29.645399,-95.278900,1110
2020,11,KBOI,43.564400,-116.223000,1109
2019,8,KCLE,41.411701,-81.849800,1107
2019,10,KMKE,42.947201,-87.896599,1106
2020,9,KSLC,40.785749,-111.979746,1106
2019,9,KBOI,43.564400,-116.223000,1105
2020,3,KOMA,41.303200,-95.894096,1100
2020,12,KHOU,29.645399,-95.278900,1100
2019,7,KRNO,39.499100,-119.767998,1100
2020,11,KMCO,28.429399,-81.308998,1089
2019,12,KSLC,40.785749,-111.979746,1089
2020,4,KSJC,37.362598,-121.929001,1084
2021,3,KCMH,39.998001,-82.891899,1084
2020,8,KIAH,29.984400,-95.341400,1084
2019,10,KBUF,42.940498,-78.732201,1079
2021,1,KSAT,29.533701,-98.469803,1078
2020,6,KEWR,40.692501,-74.168701,1077
2019,11,KBUF,42.940498,-78.732201,1076
2019,8,KTUS,32.115004,-110.938053,1076
2020,8,KONT,34.056000,-117.600998,1076
2019,3,KTUS,32.115004,-110.938053,1067
2020,12,KMCO,28.429399,-81.308998,1067
2021,3,KBOI,43.564400,-116.223000,1055
2019,7,KIAH,29.984400,-95.341400,1053
2020,9,KRSW,26.536200,-81.755203,1051
2021,1,KBOI,43.564400,-116.223000,1047
2019,5,KTUS,32.115004,-110.938053,1044
2020,10,KSAT,29.533701,-98.469803,1043
2020,6,KRSW,26.536200,-81.755203,1042
2021,3,KTUS,32.115004,-110.938053,1041
2019,4,KTUS,32.115004,-110.938053,1037
2019,4,KSLC,40.785749,-111.979746,1036
2020,5,KSMF,38.695400,-121.591003,1032
2019,6,KRNO,39.499100,-119.767998,1028
2019,7,KTUS,32.115004,-110.938053,1017
2020,6,KAUS,30.194500,-97.669899,1017
2020,6,KSNA,33.675701,-117.867996,1016
2020,9,KIAD,38.944500,-77.455803,1003
2020,5,KMCI,39.297600,-94.713898,1002
2020,6,KPDX,45.588699,-122.598000,1001
2020,8,KBOI,43.564400,-116.223000,998
2019,10,KTUL,36.198399,-95.888100,996
2019,3,KRNO,39.499100,-119.767998,995
2019,1,KSMF,38.695400,-121.591003,994
2020,10,KAUS,30.194500,-97.669899,993
2020,7,KCMH,39.998001,-82.891899,990
2019,7,KMSY,29.993401,-90.258003,989
2019,9,KBUF,42.940498,-78.732201,989
2019,3,KSLC,40.785749,-111.979746,989
2019,10,KCLE,41.411701,-81.849800,987
2020,9,KIND,39.717300,-86.294403,986
2019,8,KMKE,42.947201,-87.896599,980
2019,12,KBUF,42.940498,-78.732201,980
2019,6,KOMA,41.303200,-95.894096,979
2020,5,KSJC,37.362598,-121.929001,966
2019,12,KCLE,41.411701,-81.849800,960
2020,4,KIAD,38.944500,-77.455803,955
2019,2,KTUS,32.115004,-110.938053,953
2021,3,KOKC,35.393101,-97.600700,952
2020,11,KCMH,39.998001,-82.891899,951
2020,8,KOMA,41.303200,-95.894096,944
2020,9,KBOI,43.564400,-116.223000,943
2021,1,KIND,39.717300,-86.294403,939
2019,4,KOMA,41.303200,-95.894096,937
2019,2,KIND,39.717300,-86.294403,936
2019,1,KTUS,32.115004,-110.938053,933
2020,7,KIAD,38.944500,-77.455803,933
2019,7,KBUF,42.940498,-78.732201,931
2020,2,KMKE,42.947201,-87.896599,931
2020,4,KOAK,37.721298,-122.221001,928
2019,6,KTUS,32.115004,-110.938053,928
2019,11,KTUL,36.198399,-95.888100,927
2020,11,KSAT,29.533701,-98.469803,924
2021,1,KTUS,32.115004,-110.938053,922
2020,7,KSAT,29.533701,-98.469803,918
2021,2,KHOU,29.645399,-95.278900,916
2019,11,KMKE,42.947201,-87.896599,916
2020,12,KTUS,32.115004,-110.938053,914
2021,1,KRNO,39.499100,-119.767998,908
2020,5,KOAK,37.721298,-122.221001,904
2020,12,KCMH,39.998001,-82.891899,900
2020,9,KONT,34.056000,-117.600998,897
2020,2,KCLE,41.411701,-81.849800,894
2020,9,KHOU,29.645399,-95.278900,894
2020,5,KHOU,29.645399,-95.278900,891
2019,1,KRNO,39.499100,-119.767998,890
2019,11,KCLE,41.411701,-81.849800,889
2019,5,KIAH,29.984400,-95.341400,889
2021,3,KOMA,41.303200,-95.894096,888
2020,4,KRSW,26.536200,-81.755203,886
2020,10,KOMA,41.303200,-95.894096,886
2020,6,KONT,34.056000,-117.600998,885
2020,4,KPDX,45.588699,-122.598000,884
2019,2,KRNO,39.499100,-119.767998,884
2020,1,KTUL,36.198399,-95.888100,884
2021,2,KBOI,43.564400,-116.223000,884
2020,11,KOMA,41.303200,-95.894096,873
2019,1,KTPA,27.975500,-82.533203,872
2019,9,KTUL,36.198399,-95.888100,872
2020,9,KOMA,41.303200,-95.894096,871
2020,4,KJFK,40.639801,-73.778900,869
2019,1,KIND,39.717300,-86.294403,865
2020,4,KRDU,35.877602,-78.787498,865
2020,10,KCMH,39.998001,-82.891899,860
2021,3,KBDL,41.938900,-72.683197,857
2020,1,KMKE,42.947201,-87.896599,855
2019,3,KOMA,41.303200,-95.894096,853
2020,7,KOMA,41.303200,-95.894096,851
2019,12,KTUL,36.198399,-95.888100,850
2020,6,KRDU,35.877602,-78.787498,849
2020,10,KHOU,29.645399,-95.278900,848
2021,1,KHOU,29.645399,-95.278900,847
2019,9,KMKE,42.947201,-87.896599,844
2020,5,KIAH,29.984400,-95.341400,843
2020,12,KOMA,41.303200,-95.894096,843
2020,9,KCMH,39.998001,-82.891899,843
2021,2,KTUS,32.115004,-110.938053,842
2019,12,KRSW,26.536200,-81.755203,839
2020,2,KTUL,36.198399,-95.888100,837
2021,1,KCMH,39.998001,-82.891899,837
2021,2,KRNO,39.499100,-119.767998,835
2020,7,KBOI,43.564400,-116.223000,832
2020,3,KTUL,36.198399,-95.888100,828
2020,12,KIND,39.717300,-86.294403,818
2019,4,KRNO,39.499100,-119.767998,818
2019,12,KCVG,39.048801,-84.667801,816
2019,8,KTUL,36.198399,-95.888100,815
2020,1,KBUF,42.940498,-78.732201,813
2021,2,KIND,39.717300,-86.294403,813
2019,10,KSDF,38.174400,-85.736000,808
2020,4,KLGA,40.777199,-73.872597,806
2020,9,KSAT,29.533701,-98.469803,805
2020,4,KSAT,29.533701,-98.469803,804
2019,11,KRNO,39.499100,-119.767998,801
2020,6,KIND,39.717300,-86.294403,793
2021,2,KSAT,29.533701,-98.469803,793
2020,11,KPIT,40.491501,-80.232903,787
2020,8,KSLC,40.785749,-111.979746,786
2021,1,KOKC,35.393101,-97.600700,785
2020,1,KFAT,36.776199,-119.718002,784
2020,3,KBUF,42.940498,-78.732201,783
2020,5,KPDX,45.588699,-122.598000,782
2020,2,KFAT,36.776199,-119.718002,775
2020,8,KTUL,36.198399,-95.888100,771
2021,1,KOMA,41.303200,-95.894096,770
2020,8,KMKE,42.947201,-87.896599,765
2020,11,KTUS,32.115004,-110.938053,764
2019,12,KSDF,38.174400,-85.736000,761
2020,3,KMKE,42.947201,-87.896599,754
2020,3,KCVG,39.048801,-84.667801,753
2020,11,KMKE,42.947201,-87.896599,750
2019,10,KCOS,38.805801,-104.700996,743
2020,1,KCVG,39.048801,-84.667801,743
2020,3,KCLE,41.411701,-81.849800,743
2019,11,KSDF,38.174400,-85.736000,742
2020,10,KMCO,28.429399,-81.308998,738
2020,3,KFAT,36.776199,-119.718002,737
2021,2,KOKC,35.393101,-97.600700,737
2019,5,KRNO,39.499100,-119.767998,735
2020,12,KPIT,40.491501,-80.232903,730
2019,4,KFLL,26.072599,-80.152702,729
2020,1,KSDF,38.174400,-85.736000,728
2019,2,KPBI,26.683201,-80.095596,726
2020,10,KIND,39.717300,-86.294403,726
2020,1,KCLE,41.411701,-81.849800,723
2020,5,KIAD,38.944500,-77.455803,723
2021,2,KCMH,39.998001,-82.891899,722
2020,6,KIAD,38.944500,-77.455803,720
2020,4,KEWR,40.692501,-74.168701,718
2019,6,KIAH,29.984400,-95.341400,714
2020,5,KRSW,26.536200,-81.755203,714
2021,2,KMKE,42.947201,-87.896599,712
2020,4,KSNA,33.675701,-117.867996,711
2019,7,KCLT,35.214001,-80.943100,710
2021,3,KFAT,36.776199,-119.718002,710
2020,11,KRNO,39.499100,-119.767998,707
2021,2,KAUS,30.194500,-97.669899,704
2019,1,KOKC,35.393101,-97.600700,701
2021,3,KTUL,36.198399,-95.888100,700
2020,2,KMSN,43.139900,-89.337502,699
2019,6,KBUF,42.940498,-78.732201,698
2019,2,KOMA,41.303200,-95.894096,697
2020,9,KMKE,42.947201,-87.896599,695
2020,5,KSNA,33.675701,-117.867996,695
2021,3,KONT,34.056000,-117.600998,690
2019,1,KMCO,28.429399,-81.308998,688
2020,5,KEWR,40.692501,-74.168701,688
2020,8,KBDL,41.938900,-72.683197,688
2020,7,KMKE,42.947201,-87.896599,686
2019,8,KIAH,29.984400,-95.341400,685
2019,7,KMKE,42.947201,-87.896599,684
2019,7,KCOS,38.805801,-104.700996,683
2020,6,KOMA,41.303200,-95.894096,683
2019,12,KCOS,38.805801,-104.700996,682
2020,2,KSDF,38.174400,-85.736000,679
2019,12,KMCO,28.429399,-81.308998,676
2019,9,KCOS,38.805801,-104.700996,676
2019,11,KCOS,38.805801,-104.700996,676
2020,10,KRNO,39.499100,-119.767998,673
2020,11,KBDL,41.938900,-72.683197,664
2019,7,KORF,36.894600,-76.201202,663
2019,8,KCOS,38.805801,-104.700996,659
2020,1,KCOS,38.805801,-104.700996,657
2019,5,KBUF,42.940498,-78.732201,655
2020,11,KHOU,29.645399,-95.278900,654
2021,3,KGEG,47.619900,-117.533997,653
2019,7,PANC,61.174400,-149.996002,651
2020,1,KMSN,43.139900,-89.337502,651
2020,2,KORF,36.894600,-76.201202,649
2019,6,KORF,36.894600,-76.201202,649
2021,2,KOMA,41.303200,-95.894096,647
2020,12,KFAT,36.776199,-119.718002,643
2019,1,KOMA,41.303200,-95.894096,640
2019,8,KMSN,43.139900,-89.337502,640
2020,11,KTUL,36.198399,-95.888100,638
2019,6,KONT,34.056000,-117.600998,635
2021,2,KONT,34.056000,-117.600998,634
2020,5,KSAT,29.533701,-98.469803,632
2020,6,KBOI,43.564400,-116.223000,632
2020,9,KTUL,36.198399,-95.888100,628
2019,8,KSDF,38.174400,-85.736000,627
2020,5,KRDU,35.877602,-78.787498,627
2020,2,KBUF,42.940498,-78.732201,626
2019,8,PANC,61.174400,-149.996002,625
2020,2,KCVG,39.048801,-84.667801,621
2020,3,KMSN,43.139900,-89.337502,618
2020,10,KFAT,36.776199,-119.718002,617
2020,4,KAUS,30.194500,-97.669899,617
2019,5,KCOS,38.805801,-104.700996,616
2021,1,KBDL,41.938900,-72.683197,615
2020,7,KTPA,27.975500,-82.533203,615
2020,5,KAUS,30.194500,-97.669899,611
2021,1,KFAT,36.776199,-119.718002,606
2021,3,KSRQ,27.395399,-82.554398,606
2019,7,KSDF,38.174400,-85.736000,605
2019,1,KPBI,26.683201,-80.095596,604
2020,6,KCMH,39.998001,-82.891899,603
2020,4,KSLC,40.785749,-111.979746,600
2020,5,KOMA,41.303200,-95.894096,600
2020,10,KBDL,41.938900,-72.683197,600
2020,2,KPVD,41.732601,-71.420403,599
2019,5,KSFB,28.777599,-81.237503,599
2019,6,KCOS,38.805801,-104.700996,598
2020,7,KBUF,42.940498,-78.732201,598
2020,7,KTUL,36.198399,-95.888100,597
2020,8,KCVG,39.048801,-84.667801,592
2021,2,KFAT,36.776199,-119.718002,590
2020,3,KCOS,38.805801,-104.700996,589
2020,2,KCOS,38.805801,-104.700996,589
2020,1,KORF,36.894600,-76.201202,587
2020,3,KSDF,38.174400,-85.736000,587
2020,10,KTUL,36.198399,-95.888100,581
2020,5,KTPA,27.975500,-82.533203,578
2020,7,KSLC,40.785749,-111.979746,578
2020,8,KBUF,42.940498,-78.732201,576
2019,4,KATL,33.636700,-84.428101,574
2020,12,KMKE,42.947201,-87.896599,573
2019,4,KIAH,29.984400,-95.341400,570
2020,9,KBDL,41.938900,-72.683197,569
2019,3,KMCO,28.429399,-81.308998,567
2020,11,KFAT,36.776199,-119.718002,566
2019,6,KSDF,38.174400,-85.736000,565
2020,11,KORF,36.894600,-76.201202,563
2020,12,KTUL,36.198399,-95.888100,563
2019,2,KOKC,35.393101,-97.600700,561
2020,6,KSAT,29.533701,-98.469803,558
2021,2,KBDL,41.938900,-72.683197,557
2020,10,KCVG,39.048801,-84.667801,554
2020,1,KMCO,28.429399,-81.308998,551
2019,9,KSDF,38.174400,-85.736000,550
2020,5,KJFK,40.639801,-73.778900,549
2020,10,KONT,34.056000,-117.600998,549
2021,1,KSMF,38.695400,-121.591003,549
2020,10,KORF,36.894600,-76.201202,540
2020,4,KOMA,41.303200,-95.894096,540
2019,5,KORF,36.894600,-76.201202,539
2020,1,KROC,43.118900,-77.672401,538
2020,3,KORF,36.894600,-76.201202,534
2020,3,KPVD,41.732601,-71.420403,533
2019,6,PANC,61.174400,-149.996002,532
2020,12,KBDL,41.938900,-72.683197,530
2020,4,KBOI,43.564400,-116.223000,527
2020,10,KMKE,42.947201,-87.896599,525
2020,4,KCMH,39.998001,-82.891899,523
2019,8,KFLL,26.072599,-80.152702,523
2019,4,KCMH,39.998001,-82.891899,520
2020,6,KRNO,39.499100,-119.767998,517
2020,3,KTUS,32.115004,-110.938053,514
2020,8,KORF,36.894600,-76.201202,513
2020,7,KCVG,39.048801,-84.667801,512
2020,8,KSDF,38.174400,-85.736000,511
2019,5,KMSN,43.139900,-89.337502,506
2019,10,KMSN,43.139900,-89.337502,504
2020,9,KFAT,36.776199,-119.718002,502
2019,2,KTPA,27.975500,-82.533203,501
2020,2,KROC,43.118900,-77.672401,500
2019,3,KMKE,42.947201,-87.896599,499
2021,1,KMKE,42.947201,-87.896599,499
2021,1,KTUL,36.198399,-95.888100,498
2019,8,KPVD,41.732601,-71.420403,496
2020,1,KPVD,41.732601,-71.420403,496
2020,3,KMCO,28.429399,-81.308998,496
2019,5,KSDF,38.174400,-85.736000,493
2020,5,KONT,34.056000,-117.600998,492
2019,3,KPBI,26.683201,-80.095596,490
2020,5,KRNO,39.499100,-119.767998,488
2020,2,KSYR,43.111198,-76.106300,486
2020,11,KSLC,40.785749,-111.979746,484
2019,12,KMSN,43.139900,-89.337502,483
2020,12,KORF,36.894600,-76.201202,483
2020,9,KORF,36.894600,-76.201202,482
2019,3,KCOS,38.805801,-104.700996,482
2019,7,KMSN,43.139900,-89.337502,481
2019,5,KONT,34.056000,-117.600998,481
2019,6,KBFI,47.529999,-122.302002,481
2020,6,KTUS,32.115004,-110.938053,480
2019,6,KMSN,43.139900,-89.337502,480
2019,1,KMKE,42.947201,-87.896599,478
2019,12,KROC,43.118900,-77.672401,478
2019,12,KFAT,36.776199,-119.718002,477
2020,5,KSLC,40.785749,-111.979746,477
2020,1,KSRQ,27.395399,-82.554398,476
2020,8,KVPS,30.483200,-86.525398,474
2020,9,KCVG,39.048801,-84.667801,474
2019,2,KMKE,42.947201,-87.896599,472
2020,5,KIND,39.717300,-86.294403,471
2020,8,KFAT,36.776199,-119.718002,471
2020,7,KORF,36.894600,-76.201202,470
2019,4,KCOS,38.805801,-104.700996,469
2020,3,KSRQ,27.395399,-82.554398,468
2019,1,KSFB,28.777599,-81.237503,468
2020,2,KSRQ,27.395399,-82.554398,464
2020,5,KBOI,43.564400,-116.223000,462
2020,6,KSLC,40.785749,-111.979746,460
2020,9,KAUS,30.194500,-97.669899,459
2020,5,KLGA,40.777199,-73.872597,458
2019,8,KROC,43.118900,-77.672401,452
2021,1,KSRQ,27.395399,-82.554398,448
2019,9,KMSN,43.139900,-89.337502,446
2020,4,KMKE,42.947201,-87.896599,446
2020,3,KROC,43.118900,-77.672401,445
2020,12,KCOS,38.805801,-104.700996,437
2020,8,KSAT,29.533701,-98.469803,436
2020,10,KBUF,42.940498,-78.732201,436
2020,12,KSRQ,27.395399,-82.554398,436
2020,11,KBUF,42.940498,-78.732201,434
2019,10,KROC,43.118900,-77.672401,429
2021,2,KGEG,47.619900,-117.533997,428
2020,7,KFAT,36.776199,-119.718002,425
2019,10,KOMA,41.303200,-95.894096,422
2021,2,KTUL,36.198399,-95.888100,421
2019,11,KROC,43.118900,-77.672401,416
2020,7,KRNO,39.499100,-119.767998,414
2020,12,KGEG,47.619900,-117.533997,414
2019,11,KMSN,43.139900,-89.337502,412
2020,10,KVPS,30.483200,-86.525398,411
2021,3,KBUF,42.940498,-78.732201,410
2021,3,KSDF,38.174400,-85.736000,410
2020,9,KMCO,28.429399,-81.308998,409
2020,8,KCLE,41.411701,-81.849800,408
2021,2,KCOS,38.805801,-104.700996,406
2020,3,KSYR,43.111198,-76.106300,401
2020,7,KVPS,30.483200,-86.525398,401
2020,11,KTPA,27.975500,-82.533203,399
2019,9,KPVD,41.732601,-71.420403,396
2019,9,KOMA,41.303200,-95.894096,395
2019,4,KSFB,28.777599,-81.237503,391
2021,3,KCOS,38.805801,-104.700996,390
2020,5,KCMH,39.998001,-82.891899,388
2019,11,KPVD,41.732601,-71.420403,386
2020,8,KCOS,38.805801,-104.700996,386
2020,9,KBUF,42.940498,-78.732201,384
2019,2,KCOS,38.805801,-104.700996,384
2020,5,KTUS,32.115004,-110.938053,383
2020,11,KCVG,39.048801,-84.667801,383
2020,6,KTUL,36.198399,-95.888100,382
2019,9,KROC,43.118900,-77.672401,381
2019,2,KBUF,42.940498,-78.732201,380
2020,9,KVPS,30.483200,-86.525398,378
2020,2,KONT,34.056000,-117.600998,377
2019,4,KMSN,43.139900,-89.337502,376
2020,9,KRNO,39.499100,-119.767998,375
2020,8,KSFB,28.777599,-81.237503,373
2020,8,KMSN,43.139900,-89.337502,372
2021,1,KCOS,38.805801,-104.700996,372
2020,11,KCOS,38.805801,-104.700996,370
2019,10,KPVD,41.732601,-71.420403,370
2020,1,KONT,34.056000,-117.600998,370
2020,9,KSDF,38.174400,-85.736000,369
2019,5,KFLL,26.072599,-80.152702,368
2020,6,KCVG,39.048801,-84.667801,367
2020,1,KTUS,32.115004,-110.938053,366
2020,12,KBUF,42.940498,-78.732201,366
2020,10,KCOS,38.805801,-104.700996,365
2020,6,KSFB,28.777599,-81.237503,364
2020,12,KRNO,39.499100,-119.767998,364
2019,6,KBOI,43.564400,-116.223000,363
2019,8,KORF,36.894600,-76.201202,363
2019,3,KMSN,43.139900,-89.337502,362
2020,12,KSFB,28.777599,-81.237503,361
2019,1,KCOS,38.805801,-104.700996,358
2019,1,KBUF,42.940498,-78.732201,355
2020,11,KSRQ,27.395399,-82.554398,354
2019,4,KBUF,42.940498,-78.732201,353
2019,10,KTYS,35.811001,-83.994003,352
2020,10,KSRQ,27.395399,-82.554398,348
2020,9,KCOS,38.805801,-104.700996,348
2019,12,KPVD,41.732601,-71.420403,347
2020,6,KORF,36.894600,-76.201202,347
2019,4,KPBI,26.683201,-80.095596,346
2020,6,KBUF,42.940498,-78.732201,342
2020,10,KSDF,38.174400,-85.736000,341
2019,2,KCLE,41.411701,-81.849800,339
2020,7,KIAH,29.984400,-95.341400,336
2020,11,KIND,39.717300,-86.294403,336
2020,4,KBUF,42.940498,-78.732201,335
2020,7,KMCO,28.429399,-81.308998,334
2020,2,KTUS,32.115004,-110.938053,333
2020,11,KSDF,38.174400,-85.736000,333
2020,7,KTUS,32.115004,-110.938053,332
2020,6,KMKE,42.947201,-87.896599,331
2020,4,KTUS,32.115004,-110.938053,325
2020,6,KSDF,38.174400,-85.736000,323
2019,6,KMKE,42.947201,-87.896599,320
2019,1,KONT,34.056000,-117.600998,320
2021,1,KSDF,38.174400,-85.736000,319
2020,5,KBUF,42.940498,-78.732201,318
2019,5,KMCO,28.429399,-81.308998,316
2019,12,KSRQ,27.395399,-82.554398,316
2019,4,KMKE,42.947201,-87.896599,313
2020,4,KTPA,27.975500,-82.533203,312
2020,7,KSFB,28.777599,-81.237503,312
2020,11,KSFB,28.777599,-81.237503,311
2019,11,KSRQ,27.395399,-82.554398,310
2019,12,KSFB,28.777599,-81.237503,309
2020,7,KSDF,38.174400,-85.736000,309
2019,8,KVPS,30.483200,-86.525398,307
2020,4,KTUL,36.198399,-95.888100,306
2019,10,KSRQ,27.395399,-82.554398,303
2019,4,KONT,34.056000,-117.600998,302
2019,9,PANC,61.174400,-149.996002,301
2020,4,KPVD,41.732601,-71.420403,301
2019,9,KTUS,32.115004,-110.938053,298
2019,2,KPVD,41.732601,-71.420403,297
2019,2,KMSN,43.139900,-89.337502,296
2021,3,KPVD,41.732601,-71.420403,296
2021,1,KBUF,42.940498,-78.732201,294
2019,10,KVPS,30.483200,-86.525398,293
2021,2,KBUF,42.940498,-78.732201,293
2020,6,KPIT,40.491501,-80.232903,284
2020,12,KSDF,38.174400,-85.736000,283
2020,6,KFAT,36.776199,-119.718002,282
2020,9,KSFB,28.777599,-81.237503,279
2019,5,KSAV,32.127602,-81.202103,279
2020,5,KTUL,36.198399,-95.888100,279
2020,4,KORF,36.894600,-76.201202,278
2021,2,KSRQ,27.395399,-82.554398,278
2020,7,KPVD,41.732601,-71.420403,277
2020,7,KROC,43.118900,-77.672401,277
2021,2,KSDF,38.174400,-85.736000,277
2019,1,KMSN,43.139900,-89.337502,275
2019,11,KTYS,35.811001,-83.994003,275
2020,4,KCLE,41.411701,-81.849800,274
2019,3,KOKC,35.393101,-97.600700,274
2020,5,KFAT,36.776199,-119.718002,274
2020,7,KCOS,38.805801,-104.700996,273
2019,12,KDAY,39.902401,-84.219398,272
2020,4,KCOS,38.805801,-104.700996,270
2020,4,KFAT,36.776199,-119.718002,269
2019,5,KMKE,42.947201,-87.896599,268
2019,3,KTPA,27.975500,-82.533203,266
2020,5,KSDF,38.174400,-85.736000,266
2019,12,KTUS,32.115004,-110.938053,265
2019,11,KVPS,30.483200,-86.525398,265
2020,7,PANC,61.174400,-149.996002,263
2021,1,KTPA,27.975500,-82.533203,263
2019,12,KBFI,47.529999,-122.302002,257
2019,8,KONT,34.056000,-117.600998,256
2020,6,KMCO,28.429399,-81.308998,254
2019,3,KBUF,42.940498,-78.732201,252
2020,2,KGRB,44.485100,-88.129601,251
2020,7,KPIT,40.491501,-80.232903,250
2020,8,PANC,61.174400,-149.996002,250
2019,9,KVPS,30.483200,-86.525398,249
2020,6,KVPS,30.483200,-86.525398,247
2021,1,KGEG,47.619900,-117.533997,247
2019,10,KONT,34.056000,-117.600998,246
2020,8,KPVD,41.732601,-71.420403,246
2020,8,KPIT,40.491501,-80.232903,245
2019,4,KSDF,38.174400,-85.736000,240
2020,11,KVPS,30.483200,-86.525398,240
2019,1,KPVD,41.732601,-71.420403,239
